date,ethereum
2020-04-02,46
2020-04-03,42
2020-04-04,36
2020-04-05,40
2020-04-06,55
2020-04-07,52
2020-04-08,46
2020-04-09,44
2020-04-10,43
2020-04-11,38
2020-04-12,47
2020-04-13,43
2020-04-14,46
2020-04-15,42
2020-04-16,50
2020-04-17,44
2020-04-18,55
2020-04-19,46
2020-04-20,44
2020-04-21,51
2020-04-22,50
2020-04-23,52
2020-04-24,56
2020-04-25,64
2020-04-26,60
2020-04-27,64
2020-04-28,57
2020-04-29,74
2020-04-30,73
2020-05-01,62
2020-05-02,58
2020-05-03,70
2020-05-04,66
2020-05-05,57
2020-05-06,54
2020-05-07,67
2020-05-08,72
2020-05-09,71
2020-05-10,72
2020-05-11,60
2020-05-12,64
2020-05-13,58
2020-05-14,67
2020-05-15,58
2020-05-16,56
2020-05-17,51
2020-05-18,60
2020-05-19,61
2020-05-20,59
2020-05-21,49
2020-05-22,47
2020-05-23,42
2020-05-24,54
2020-05-25,56
2020-05-26,54
2020-05-27,46
2020-05-28,43
2020-05-29,58
2020-05-30,85
2020-05-31,80
2020-06-01,27
2020-06-02,29
2020-06-03,23
2020-06-04,24
2020-06-05,23
2020-06-06,23
2020-06-07,22
2020-06-08,24
2020-06-09,23
2020-06-10,22
2020-06-11,24
2020-06-12,21
2020-06-13,22
2020-06-14,20
2020-06-15,24
2020-06-16,20
2020-06-17,22
2020-06-18,21
2020-06-19,18
2020-06-20,19
2020-06-21,18
2020-06-22,28
2020-06-23,25
2020-06-24,23
2020-06-25,22
2020-06-26,18
2020-06-27,20
2020-06-28,22
2020-06-29,22
2020-06-30,20
2020-07-01,22
2020-07-02,20
2020-07-03,20
2020-07-04,22
2020-07-05,20
2020-07-06,21
2020-07-07,24
2020-07-08,28
2020-07-09,23
2020-07-10,25
2020-07-11,21
2020-07-12,22
2020-07-13,17
2020-07-14,19
2020-07-15,18
2020-07-16,24
2020-07-17,22
2020-07-18,24
2020-07-19,20
2020-07-20,20
2020-07-21,26
2020-07-22,26
2020-07-23,40
2020-07-24,37
2020-07-25,52
2020-07-26,64
2020-07-27,60
2020-07-28,50
2020-07-29,41
2020-07-30,45
2020-07-31,50
2020-08-01,70
2020-08-02,73
2020-08-03,59
2020-08-04,60
2020-08-05,51
2020-08-06,50
2020-08-07,49
2020-08-08,46
2020-08-09,40
2020-08-10,43
2020-08-11,37
2020-08-12,37
2020-08-13,40
2020-08-14,61
2020-08-15,57
2020-08-16,50
2020-08-17,46
2020-08-18,38
2020-08-19,37
2020-08-20,36
2020-08-21,38
2020-08-22,38
2020-08-23,29
2020-08-24,32
2020-08-25,34
2020-08-26,27
2020-08-27,28
2020-08-28,27
2020-08-29,29
2020-08-30,32
2020-08-31,34
2020-09-01,53
2020-09-02,43
2020-09-03,44
2020-09-04,41
2020-09-05,43
2020-09-06,40
2020-09-07,36
2020-09-08,30
2020-09-09,35
2020-09-10,30
2020-09-11,30
2020-09-12,28
2020-09-13,30
2020-09-14,26
2020-09-15,29
2020-09-16,26
2020-09-17,32
2020-09-18,28
2020-09-19,27
2020-09-20,25
2020-09-21,27
2020-09-22,24
2020-09-23,20
2020-09-24,26
2020-09-25,21
2020-09-26,26
2020-09-27,22
2020-09-28,23
2020-09-29,21
2020-09-30,20
2020-10-01,19
2020-10-02,20
2020-10-03,23
2020-10-04,19
2020-10-05,20
2020-10-06,18
2020-10-07,17
2020-10-08,19
2020-10-09,18
2020-10-10,26
2020-10-11,21
2020-10-12,23
2020-10-13,20
2020-10-14,21
2020-10-15,17
2020-10-16,20
2020-10-17,12
2020-10-18,18
2020-10-19,17
2020-10-20,19
2020-10-21,24
2020-10-22,35
2020-10-23,28
2020-10-24,26
2020-10-25,23
2020-10-26,21
2020-10-27,25
2020-10-28,25
2020-10-29,22
2020-10-30,20
2020-10-31,21
2020-11-01,23
2020-11-02,23
2020-11-03,20
2020-11-04,19
2020-11-05,32
2020-11-06,36
2020-11-07,38
2020-11-08,30
2020-11-09,31
2020-11-10,33
2020-11-11,32
2020-11-12,34
2020-11-13,37
2020-11-14,33
2020-11-15,29
2020-11-16,30
2020-11-17,40
2020-11-18,45
2020-11-19,37
2020-11-20,52
2020-11-21,57
2020-11-22,60
2020-11-23,74
2020-11-24,90
2020-11-25,84
2020-11-26,67
2020-11-27,47
2020-11-28,46
2020-11-29,46
2020-11-30,62
2020-12-01,72
2020-12-02,48
2020-12-03,49
2020-12-04,48
2020-12-05,43
2020-12-06,39
2020-12-07,39
2020-12-08,35
2020-12-09,39
2020-12-10,33
2020-12-11,29
2020-12-12,34
2020-12-13,35
2020-12-14,35
2020-12-15,36
2020-12-16,49
2020-12-17,83
2020-12-18,60
2020-12-19,56
2020-12-20,54
2020-12-21,53
2020-12-22,42
2020-12-23,48
2020-12-24,48
2020-12-25,48
2020-12-26,63
2020-12-27,88
2020-12-28,100
2020-12-29,84
2020-12-30,83
2020-12-31,84
2021-01-01,15
2021-01-02,22
2021-01-03,41
2021-01-04,48
2021-01-05,37
2021-01-06,40
2021-01-07,48
2021-01-08,48
2021-01-09,38
2021-01-10,43
2021-01-11,46
2021-01-12,33
2021-01-13,28
2021-01-14,29
2021-01-15,26
2021-01-16,27
2021-01-17,22
2021-01-18,22
2021-01-19,40
2021-01-20,32
2021-01-21,29
2021-01-22,28
2021-01-23,23
2021-01-24,26
2021-01-25,32
2021-01-26,26
2021-01-27,25
2021-01-28,25
2021-01-29,31
2021-01-30,26
2021-01-31,23
2021-02-01,23
2021-02-02,33
2021-02-03,43
2021-02-04,44
2021-02-05,38
2021-02-06,39
2021-02-07,36
2021-02-08,43
2021-02-09,46
2021-02-10,39
2021-02-11,35
2021-02-12,36
2021-02-13,35
2021-02-14,35
2021-02-15,32
2021-02-16,33
2021-02-17,35
2021-02-18,39
2021-02-19,41
2021-02-20,47
2021-02-21,37
2021-02-22,41
2021-02-23,48
2021-02-24,38
2021-02-25,29
2021-02-26,30
2021-02-27,26
2021-02-28,31
2021-03-01,28
2021-03-02,26
2021-03-03,25
2021-03-04,21
2021-03-05,22
2021-03-06,22
2021-03-07,27
2021-03-08,27
2021-03-09,28
2021-03-10,27
2021-03-11,26
2021-03-12,24
2021-03-13,30
2021-03-14,29
2021-03-15,25
2021-03-16,24
2021-03-17,21
2021-03-18,22
2021-03-19,22
2021-03-20,23
2021-03-21,21
2021-03-22,20
2021-03-23,22
2021-03-24,22
2021-03-25,21
2021-03-26,19
2021-03-27,18
2021-03-28,18
2021-03-29,20
2021-03-30,24
2021-03-31,23
2021-04-01,27
2021-04-02,38
2021-04-03,39
2021-04-04,29
2021-04-05,28
2021-04-06,29
2021-04-07,26
2021-04-08,24
2021-04-09,22
2021-04-10,26
2021-04-11,27
2021-04-12,26
2021-04-13,35
2021-04-14,38
2021-04-15,41
2021-04-16,42
2021-04-17,35
2021-04-18,41
2021-04-19,34
2021-04-20,31
2021-04-21,31
2021-04-22,42
2021-04-23,39
2021-04-24,30
2021-04-25,27
2021-04-26,32
2021-04-27,36
2021-04-28,38
2021-04-29,39
2021-04-30,34
2021-05-01,45
2021-05-02,46
2021-05-03,78
2021-05-04,87
2021-05-05,77
2021-05-06,75
2021-05-07,59
2021-05-08,66
2021-05-09,76
2021-05-10,88
2021-05-11,69
2021-05-12,73
2021-05-13,86
2021-05-14,65
2021-05-15,51
2021-05-16,59
2021-05-17,65
2021-05-18,50
2021-05-19,100
2021-05-20,76
2021-05-21,58
2021-05-22,57
2021-05-23,70
2021-05-24,64
2021-05-25,55
2021-05-26,51
2021-05-27,43
2021-05-28,44
2021-05-29,42
2021-05-30,41
2021-05-31,40
2021-06-01,36
2021-06-02,35
2021-06-03,36
2021-06-04,33
2021-06-05,32
2021-06-06,31
2021-06-07,32
2021-06-08,35
2021-06-09,29
2021-06-10,28
2021-06-11,25
2021-06-12,25
2021-06-13,25
2021-06-14,28
2021-06-15,25
2021-06-16,25
2021-06-17,21
2021-06-18,23
2021-06-19,20
2021-06-20,23
2021-06-21,32
2021-06-22,37
2021-06-23,28
2021-06-24,25
2021-06-25,25
2021-06-26,25
2021-06-27,25
2021-06-28,25
2021-06-29,26
2021-06-30,23
2021-07-01,22
2021-07-02,18
2021-07-03,21
2021-07-04,25
2021-07-05,22
2021-07-06,23
2021-07-07,21
2021-07-08,21
2021-07-09,20
2021-07-10,17
2021-07-11,17
2021-07-12,18
