date,bitcoin
2011-06-16,91
2011-06-17,72
2011-06-18,53
2011-06-19,77
2011-06-20,90
2011-06-21,55
2011-06-22,63
2011-06-23,56
2011-06-24,35
2011-06-25,37
2011-06-26,42
2011-06-27,50
2011-06-28,34
2011-06-29,34
2011-06-30,38
2011-07-01,39
2011-07-02,39
2011-07-03,30
2011-07-04,25
2011-07-05,21
2011-07-06,41
2011-07-07,46
2011-07-08,29
2011-07-09,31
2011-07-10,29
2011-07-11,25
2011-07-12,24
2011-07-13,30
2011-07-14,41
2011-07-15,22
2011-07-16,25
2011-07-17,21
2011-07-18,26
2011-07-19,33
2011-07-20,27
2011-07-21,29
2011-07-22,20
2011-07-23,17
2011-07-24,23
2011-07-25,26
2011-07-26,24
2011-07-27,28
2011-07-28,14
2011-07-29,21
2011-07-30,26
2011-07-31,33
2011-08-01,25
2011-08-02,31
2011-08-03,36
2011-08-04,26
2011-08-05,31
2011-08-06,29
2011-08-07,28
2011-08-08,21
2011-08-09,17
2011-08-10,18
2011-08-11,17
2011-08-12,14
2011-08-13,23
2011-08-14,20
2011-08-15,24
2011-08-16,16
2011-08-17,27
2011-08-18,21
2011-08-19,15
2011-08-20,25
2011-08-21,30
2011-08-22,29
2011-08-23,23
2011-08-24,27
2011-08-25,19
2011-08-26,19
2011-08-27,23
2011-08-28,20
2011-08-29,14
2011-08-30,21
2011-08-31,22
2011-09-01,22
2011-09-02,22
2011-09-03,17
2011-09-04,22
2011-09-05,16
2011-09-06,24
2011-09-07,23
2011-09-08,13
2011-09-09,20
2011-09-10,20
2011-09-11,15
2011-09-12,19
2011-09-13,16
2011-09-14,16
2011-09-15,12
2011-09-16,14
2011-09-17,12
2011-09-18,20
2011-09-19,14
2011-09-20,14
2011-09-21,18
2011-09-22,13
2011-09-23,12
2011-09-24,15
2011-09-25,14
2011-09-26,17
2011-09-27,12
2011-09-28,11
2011-09-29,14
2011-09-30,14
2011-10-01,10
2011-10-02,10
2011-10-03,9
2011-10-04,14
2011-10-05,9
2011-10-06,13
2011-10-07,9
2011-10-08,20
2011-10-09,16
2011-10-10,15
2011-10-11,11
2011-10-12,12
2011-10-13,13
2011-10-14,11
2011-10-15,10
2011-10-16,13
2011-10-17,11
2011-10-18,19
2011-10-19,19
2011-10-20,14
2011-10-21,9
2011-10-22,18
2011-10-23,11
2011-10-24,13
2011-10-25,12
2011-10-26,9
2011-10-27,8
2011-10-28,5
2011-10-29,7
2011-10-30,9
2011-10-31,6
2011-11-01,16
2011-11-02,12
2011-11-03,11
2011-11-04,7
2011-11-05,10
2011-11-06,6
2011-11-07,8
2011-11-08,10
2011-11-09,12
2011-11-10,8
2011-11-11,5
2011-11-12,7
2011-11-13,5
2011-11-14,9
2011-11-15,9
2011-11-16,9
2011-11-17,8
2011-11-18,11
2011-11-19,7
2011-11-20,6
2011-11-21,6
2011-11-22,5
2011-11-23,7
2011-11-24,7
2011-11-25,8
2011-11-26,11
2011-11-27,8
2011-11-28,10
2011-11-29,9
2011-11-30,8
2011-12-01,6
2011-12-02,10
2011-12-03,12
2011-12-04,8
2011-12-05,10
2011-12-06,6
2011-12-07,6
2011-12-08,7
2011-12-09,5
2011-12-10,6
2011-12-11,5
2011-12-12,8
2011-12-13,6
2011-12-14,6
2011-12-15,6
2011-12-16,7
2011-12-17,6
2011-12-18,5
2011-12-19,5
2011-12-20,5
2011-12-21,9
2011-12-22,4
2011-12-23,14
2011-12-24,6
2011-12-25,8
2011-12-26,8
2011-12-27,8
2011-12-28,4
2011-12-29,10
2011-12-30,9
2011-12-31,16
2012-01-01,25
2012-01-02,39
2012-01-03,29
2012-01-04,20
2012-01-05,32
2012-01-06,48
2012-01-07,31
2012-01-08,46
2012-01-09,35
2012-01-10,31
2012-01-11,31
2012-01-12,40
2012-01-13,25
2012-01-14,32
2012-01-15,31
2012-01-16,100
2012-01-17,48
2012-01-18,45
2012-01-19,29
2012-01-20,32
2012-01-21,49
2012-01-22,33
2012-01-23,28
2012-01-24,36
2012-01-25,29
2012-01-26,28
2012-01-27,23
2012-01-28,34
2012-01-29,31
2012-01-30,20
2012-01-31,36
2012-02-01,37
2012-02-02,26
2012-02-03,44
2012-02-04,21
2012-02-05,22
2012-02-06,19
2012-02-07,30
2012-02-08,31
2012-02-09,39
2012-02-10,31
2012-02-11,31
2012-02-12,33
2012-02-13,31
2012-02-14,19
2012-02-15,46
2012-02-16,28
2012-02-17,18
2012-02-18,23
2012-02-19,14
2012-02-20,27
2012-02-21,24
2012-02-22,25
2012-02-23,19
2012-02-24,22
2012-02-25,17
2012-02-26,24
2012-02-27,32
2012-02-28,20
2012-02-29,30
2012-03-01,21
2012-03-02,34
2012-03-03,40
2012-03-04,32
2012-03-05,25
2012-03-06,33
2012-03-07,27
2012-03-08,26
2012-03-09,20
2012-03-10,22
2012-03-11,20
2012-03-12,24
2012-03-13,21
2012-03-14,29
2012-03-15,31
2012-03-16,15
2012-03-17,26
2012-03-18,29
2012-03-19,21
2012-03-20,31
2012-03-21,16
2012-03-22,28
2012-03-23,15
2012-03-24,18
2012-03-25,24
2012-03-26,28
2012-03-27,19
2012-03-28,35
2012-03-29,27
2012-03-30,26
2012-03-31,26
2012-04-01,26
2012-04-02,27
2012-04-03,32
2012-04-04,31
2012-04-05,25
2012-04-06,30
2012-04-07,16
2012-04-08,27
2012-04-09,24
2012-04-10,27
2012-04-11,26
2012-04-12,38
2012-04-13,21
2012-04-14,21
2012-04-15,15
2012-04-16,21
2012-04-17,22
2012-04-18,42
2012-04-19,26
2012-04-20,34
2012-04-21,33
2012-04-22,30
2012-04-23,24
2012-04-24,21
2012-04-25,17
2012-04-26,38
2012-04-27,46
2012-04-28,40
2012-04-29,33
2012-04-30,42
2012-05-01,39
2012-05-02,27
2012-05-03,21
2012-05-04,16
2012-05-05,21
2012-05-06,34
2012-05-07,33
2012-05-08,22
2012-05-09,28
2012-05-10,36
2012-05-11,40
2012-05-12,28
2012-05-13,29
2012-05-14,40
2012-05-15,28
2012-05-16,21
2012-05-17,22
2012-05-18,27
2012-05-19,28
2012-05-20,14
2012-05-21,26
2012-05-22,24
2012-05-23,21
2012-05-24,26
2012-05-25,20
2012-05-26,27
2012-05-27,18
2012-05-28,21
2012-05-29,26
2012-05-30,24
2012-05-31,20
2012-06-01,24
2012-06-02,18
2012-06-03,23
2012-06-04,23
2012-06-05,41
2012-06-06,13
2012-06-07,35
2012-06-08,28
2012-06-09,20
2012-06-10,32
2012-06-11,30
2012-06-12,21
2012-06-13,39
2012-06-14,28
2012-06-15,32
2012-06-16,27
2012-06-17,26
2012-06-18,30
2012-06-19,25
2012-06-20,26
2012-06-21,24
2012-06-22,26
2012-06-23,42
2012-06-24,27
2012-06-25,20
2012-06-26,20
2012-06-27,30
2012-06-28,28
2012-06-29,23
2012-06-30,28
2012-07-01,24
2012-07-02,21
2012-07-03,19
2012-07-04,37
2012-07-05,23
2012-07-06,27
2012-07-07,26
2012-07-08,22
2012-07-09,41
2012-07-10,26
2012-07-11,37
2012-07-12,34
2012-07-13,31
2012-07-14,31
2012-07-15,29
2012-07-16,31
2012-07-17,40
2012-07-18,37
2012-07-19,46
2012-07-20,43
2012-07-21,34
2012-07-22,32
2012-07-23,31
2012-07-24,32
2012-07-25,30
2012-07-26,30
2012-07-27,22
2012-07-28,17
2012-07-29,20
2012-07-30,20
2012-07-31,41
2012-08-01,22
2012-08-02,27
2012-08-03,31
2012-08-04,46
2012-08-05,33
2012-08-06,34
2012-08-07,46
2012-08-08,27
2012-08-09,30
2012-08-10,23
2012-08-11,26
2012-08-12,35
2012-08-13,37
2012-08-14,30
2012-08-15,56
2012-08-16,48
2012-08-17,57
2012-08-18,54
2012-08-19,59
2012-08-20,39
2012-08-21,61
2012-08-22,54
2012-08-23,58
2012-08-24,25
2012-08-25,32
2012-08-26,33
2012-08-27,24
2012-08-28,49
2012-08-29,45
2012-08-30,28
2012-08-31,38
2012-09-01,30
2012-09-02,47
2012-09-03,25
2012-09-04,27
2012-09-05,100
2012-09-06,97
2012-09-07,53
2012-09-08,62
2012-09-09,54
2012-09-10,45
2012-09-11,38
2012-09-12,45
2012-09-13,37
2012-09-14,40
2012-09-15,28
2012-09-16,43
2012-09-17,41
2012-09-18,42
2012-09-19,49
2012-09-20,26
2012-09-21,33
2012-09-22,29
2012-09-23,44
2012-09-24,39
2012-09-25,51
2012-09-26,31
2012-09-27,34
2012-09-28,37
2012-09-29,43
2012-09-30,31
2012-10-01,39
2012-10-02,56
2012-10-03,39
2012-10-04,28
2012-10-05,31
2012-10-06,33
2012-10-07,31
2012-10-08,40
2012-10-09,46
2012-10-10,35
2012-10-11,43
2012-10-12,38
2012-10-13,31
2012-10-14,35
2012-10-15,36
2012-10-16,28
2012-10-17,17
2012-10-18,29
2012-10-19,45
2012-10-20,37
2012-10-21,42
2012-10-22,26
2012-10-23,29
2012-10-24,26
2012-10-25,22
2012-10-26,22
2012-10-27,35
2012-10-28,20
2012-10-29,25
2012-10-30,35
2012-10-31,27
2012-11-01,30
2012-11-02,33
2012-11-03,27
2012-11-04,30
2012-11-05,36
2012-11-06,33
2012-11-07,31
2012-11-08,25
2012-11-09,32
2012-11-10,27
2012-11-11,33
2012-11-12,36
2012-11-13,30
2012-11-14,28
2012-11-15,27
2012-11-16,39
2012-11-17,43
2012-11-18,43
2012-11-19,34
2012-11-20,32
2012-11-21,32
2012-11-22,31
2012-11-23,37
2012-11-24,36
2012-11-25,34
2012-11-26,51
2012-11-27,27
2012-11-28,70
2012-11-29,51
2012-11-30,44
2012-12-01,43
2012-12-02,54
2012-12-03,39
2012-12-04,31
2012-12-05,45
2012-12-06,51
2012-12-07,61
2012-12-08,57
2012-12-09,82
2012-12-10,52
2012-12-11,81
2012-12-12,44
2012-12-13,38
2012-12-14,62
2012-12-15,33
2012-12-16,40
2012-12-17,45
2012-12-18,34
2012-12-19,31
2012-12-20,44
2012-12-21,18
2012-12-22,29
2012-12-23,38
2012-12-24,33
2012-12-25,53
2012-12-26,28
2012-12-27,34
2012-12-28,38
2012-12-29,30
2012-12-30,38
2012-12-31,35
2013-01-01,3
2013-01-02,4
2013-01-03,3
2013-01-04,3
2013-01-05,4
2013-01-06,5
2013-01-07,3
2013-01-08,4
2013-01-09,3
2013-01-10,4
2013-01-11,3
2013-01-12,4
2013-01-13,3
2013-01-14,3
2013-01-15,3
2013-01-16,4
2013-01-17,4
2013-01-18,3
2013-01-19,3
2013-01-20,2
2013-01-21,4
2013-01-22,3
2013-01-23,4
2013-01-24,4
2013-01-25,3
2013-01-26,4
2013-01-27,3
2013-01-28,4
2013-01-29,4
2013-01-30,3
2013-01-31,5
2013-02-01,4
2013-02-02,6
2013-02-03,5
2013-02-04,3
2013-02-05,4
2013-02-06,6
2013-02-07,4
2013-02-08,4
2013-02-09,5
2013-02-10,5
2013-02-11,4
2013-02-12,5
2013-02-13,5
2013-02-14,5
2013-02-15,5
2013-02-16,5
2013-02-17,5
2013-02-18,7
2013-02-19,6
2013-02-20,7
2013-02-21,5
2013-02-22,5
2013-02-23,5
2013-02-24,5
2013-02-25,4
2013-02-26,5
2013-02-27,4
2013-02-28,7
2013-03-01,7
2013-03-02,4
2013-03-03,8
2013-03-04,7
2013-03-05,8
2013-03-06,10
2013-03-07,8
2013-03-08,9
2013-03-09,8
2013-03-10,11
2013-03-11,8
2013-03-12,12
2013-03-13,10
2013-03-14,8
2013-03-15,7
2013-03-16,6
2013-03-17,7
2013-03-18,9
2013-03-19,10
2013-03-20,15
2013-03-21,19
2013-03-22,19
2013-03-23,19
2013-03-24,14
2013-03-25,17
2013-03-26,16
2013-03-27,21
2013-03-28,26
2013-03-29,29
2013-03-30,27
2013-03-31,24
2013-04-01,28
2013-04-02,32
2013-04-03,45
2013-04-04,45
2013-04-05,35
2013-04-06,30
2013-04-07,31
2013-04-08,45
2013-04-09,56
2013-04-10,91
2013-04-11,100
2013-04-12,87
2013-04-13,53
2013-04-14,46
2013-04-15,46
2013-04-16,39
2013-04-17,35
2013-04-18,31
2013-04-19,26
2013-04-20,22
2013-04-21,21
2013-04-22,19
2013-04-23,25
2013-04-24,24
2013-04-25,21
2013-04-26,19
2013-04-27,18
2013-04-28,18
2013-04-29,17
2013-04-30,17
2013-05-01,21
2013-05-02,21
2013-05-03,23
2013-05-04,17
2013-05-05,15
2013-05-06,16
2013-05-07,14
2013-05-08,15
2013-05-09,15
2013-05-10,15
2013-05-11,14
2013-05-12,15
2013-05-13,16
2013-05-14,16
2013-05-15,19
2013-05-16,16
2013-05-17,15
2013-05-18,14
2013-05-19,17
2013-05-20,17
2013-05-21,12
2013-05-22,12
2013-05-23,11
2013-05-24,11
2013-05-25,12
2013-05-26,10
2013-05-27,12
2013-05-28,16
2013-05-29,16
2013-05-30,14
2013-05-31,13
2013-06-01,8
2013-06-02,10
2013-06-03,9
2013-06-04,8
2013-06-05,8
2013-06-06,8
2013-06-07,8
2013-06-08,7
2013-06-09,9
2013-06-10,8
2013-06-11,9
2013-06-12,8
2013-06-13,7
2013-06-14,8
2013-06-15,7
2013-06-16,7
2013-06-17,7
2013-06-18,9
2013-06-19,7
2013-06-20,8
2013-06-21,7
2013-06-22,6
2013-06-23,7
2013-06-24,7
2013-06-25,8
2013-06-26,7
2013-06-27,7
2013-06-28,7
2013-06-29,7
2013-06-30,9
2013-07-01,9
2013-07-02,15
2013-07-03,9
2013-07-04,9
2013-07-05,8
2013-07-06,8
2013-07-07,8
2013-07-08,6
2013-07-09,7
2013-07-10,7
2013-07-11,8
2013-07-12,8
2013-07-13,6
2013-07-14,6
2013-07-15,7
2013-07-16,6
2013-07-17,6
2013-07-18,5
2013-07-19,5
2013-07-20,5
2013-07-21,5
2013-07-22,6
2013-07-23,6
2013-07-24,7
2013-07-25,7
2013-07-26,6
2013-07-27,4
2013-07-28,7
2013-07-29,7
2013-07-30,7
2013-07-31,7
2013-08-01,6
2013-08-02,6
2013-08-03,5
2013-08-04,8
2013-08-05,8
2013-08-06,6
2013-08-07,6
2013-08-08,7
2013-08-09,7
2013-08-10,6
2013-08-11,6
2013-08-12,8
2013-08-13,8
2013-08-14,11
2013-08-15,9
2013-08-16,8
2013-08-17,6
2013-08-18,7
2013-08-19,9
2013-08-20,9
2013-08-21,10
2013-08-22,9
2013-08-23,7
2013-08-24,7
2013-08-25,8
2013-08-26,7
2013-08-27,8
2013-08-28,8
2013-08-29,8
2013-08-30,7
2013-08-31,6
2013-09-01,6
2013-09-02,5
2013-09-03,7
2013-09-04,6
2013-09-05,7
2013-09-06,6
2013-09-07,6
2013-09-08,6
2013-09-09,7
2013-09-10,6
2013-09-11,6
2013-09-12,6
2013-09-13,5
2013-09-14,5
2013-09-15,5
2013-09-16,6
2013-09-17,6
2013-09-18,6
2013-09-19,5
2013-09-20,7
2013-09-21,5
2013-09-22,6
2013-09-23,6
2013-09-24,7
2013-09-25,6
2013-09-26,6
2013-09-27,6
2013-09-28,6
2013-09-29,6
2013-09-30,5
2013-10-01,6
2013-10-02,11
2013-10-03,18
2013-10-04,13
2013-10-05,10
2013-10-06,9
2013-10-07,8
2013-10-08,8
2013-10-09,8
2013-10-10,7
2013-10-11,6
2013-10-12,7
2013-10-13,7
2013-10-14,7
2013-10-15,7
2013-10-16,8
2013-10-17,7
2013-10-18,9
2013-10-19,8
2013-10-20,9
2013-10-21,8
2013-10-22,11
2013-10-23,11
2013-10-24,10
2013-10-25,10
2013-10-26,11
2013-10-27,9
2013-10-28,11
2013-10-29,26
2013-10-30,40
2013-10-31,28
2013-11-01,20
2013-11-02,17
2013-11-03,14
2013-11-04,19
2013-11-05,19
2013-11-06,24
2013-11-07,26
2013-11-08,26
2013-11-09,23
2013-11-10,22
2013-11-11,21
2013-11-12,21
2013-11-13,25
2013-11-14,25
2013-11-15,25
2013-11-16,23
2013-11-17,26
2013-11-18,61
2013-11-19,85
2013-11-20,58
2013-11-21,50
2013-11-22,47
2013-11-23,43
2013-11-24,35
2013-11-25,37
2013-11-26,42
2013-11-27,68
2013-11-28,100
2013-11-29,90
2013-11-30,69
2013-12-01,59
2013-12-02,60
2013-12-03,55
2013-12-04,51
2013-12-05,71
2013-12-06,66
2013-12-07,71
2013-12-08,51
2013-12-09,50
2013-12-10,45
2013-12-11,46
2013-12-12,42
2013-12-13,46
2013-12-14,37
2013-12-15,36
2013-12-16,42
2013-12-17,43
2013-12-18,77
2013-12-19,57
2013-12-20,39
2013-12-21,37
2013-12-22,34
2013-12-23,31
2013-12-24,32
2013-12-25,30
2013-12-26,29
2013-12-27,30
2013-12-28,26
2013-12-29,27
2013-12-30,27
2013-12-31,26
2014-01-01,28
2014-01-02,33
2014-01-03,35
2014-01-04,30
2014-01-05,37
2014-01-06,43
2014-01-07,41
2014-01-08,38
2014-01-09,37
2014-01-10,39
2014-01-11,35
2014-01-12,33
2014-01-13,29
2014-01-14,36
2014-01-15,37
2014-01-16,40
2014-01-17,40
2014-01-18,29
2014-01-19,35
2014-01-20,39
2014-01-21,40
2014-01-22,42
2014-01-23,39
2014-01-24,36
2014-01-25,30
2014-01-26,32
2014-01-27,45
2014-01-28,50
2014-01-29,37
2014-01-30,32
2014-01-31,30
2014-02-01,26
2014-02-02,28
2014-02-03,24
2014-02-04,29
2014-02-05,31
2014-02-06,29
2014-02-07,45
2014-02-08,32
2014-02-09,31
2014-02-10,45
2014-02-11,44
2014-02-12,41
2014-02-13,36
2014-02-14,46
2014-02-15,30
2014-02-16,33
2014-02-17,28
2014-02-18,33
2014-02-19,31
2014-02-20,37
2014-02-21,34
2014-02-22,26
2014-02-23,26
2014-02-24,44
2014-02-25,100
2014-02-26,77
2014-02-27,47
2014-02-28,66
2014-03-01,48
2014-03-02,36
2014-03-03,39
2014-03-04,37
2014-03-05,44
2014-03-06,64
2014-03-07,78
2014-03-08,37
2014-03-09,30
2014-03-10,32
2014-03-11,27
2014-03-12,26
2014-03-13,26
2014-03-14,22
2014-03-15,20
2014-03-16,19
2014-03-17,22
2014-03-18,23
2014-03-19,22
2014-03-20,22
2014-03-21,28
2014-03-22,24
2014-03-23,20
2014-03-24,20
2014-03-25,26
2014-03-26,25
2014-03-27,24
2014-03-28,25
2014-03-29,21
2014-03-30,22
2014-03-31,20
2014-04-01,21
2014-04-02,20
