,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr,ETH_Trends
2016-12-18,eth,13717.0,0.93210238,688359602.566979,6.1919362839074505,83.51622040000001,7.907392297194621,87052668.78073001,36640.0,8242226.471628186,9.53736581107152,15
2016-12-19,eth,17182.0,0.90094953,662702907.0666332,6.205921299544481,87.17328621,7.60991483635301,87084142.37448001,45599.0,7602132.899730513,9.549102657178699,15
2016-12-20,eth,16898.0,0.90275535,664309456.3656859,6.35889244167503,111.24552009,7.6255899658094695,87115811.28073001,44241.0,5971561.423781463,9.55986145983433,17
2016-12-21,eth,16045.0,0.93367416,687586541.9957942,6.330712391281089,57.57111472,7.889925671537111,87147404.24948001,50793.0,11943255.665545564,9.58247518996191,18
2016-12-22,eth,23152.0,0.89926144,661152170.7642256,6.106403229667599,44.60451542,7.583892074810059,87178478.31198001,55173.0,14822539.030170927,9.62012558682776,15
2016-12-23,eth,17335.0,0.85815166,625029394.8441721,5.66264111465428,17.18591014,7.16697962127411,87209595.65573001,44391.0,36368710.75571318,9.70639490485023,19
2016-12-24,eth,15279.0,0.86712761,631856409.9323175,5.34847331372561,76.85171185,7.242660801870249,87240922.53073001,37757.0,8221761.035099619,9.729196033405561,15
2016-12-25,eth,13822.0,0.86172008,628482763.8165158,5.5845444252154195,112.00700475,7.2013481940385695,87272930.96823001,36601.0,5611102.316510641,9.73655467866223,13
2016-12-26,eth,13945.0,0.86689544,632114110.7235332,5.79510282654311,150.86054334,7.24033197545295,87304575.65573001,34565.0,4190055.9067054405,9.74236624202149,15
2016-12-27,eth,14690.0,0.85789039,624777742.1952367,5.62053902937369,82.94053468,7.15374168614845,87335798.46823001,42370.0,7532839.577301837,9.75312750179132,13
2016-12-28,eth,15321.0,0.91186237,666055297.841876,5.57168817688826,49.81448304,7.62361589012274,87367373.62448001,43386.0,13370715.849090675,9.78324794769242,12
2016-12-29,eth,15585.0,0.98861146,725640017.824238,5.526317540153951,31.00479473,8.30259408708358,87399192.37448001,46546.0,23404122.624636568,9.836016384311419,16
2016-12-30,eth,15825.0,0.97695096,718588742.1867185,5.54582093837116,42.07268067,8.21893582700175,87430873.93698001,44561.0,17079699.481894303,9.86739074617501,19
2016-12-31,eth,15928.0,0.96602604,710745870.7762848,5.62451734278383,38.46385202,8.12632962185856,87462102.06198001,41220.0,18478281.124527965,9.933684919340859,13
2017-01-01,eth,13946.0,0.97391776,715511738.7160567,5.651246926042861,68.13621743,8.177851767971951,87493850.34323001,38730.0,10501195.483539093,9.95210171001985,4
2017-01-02,eth,15232.0,0.99632089,733327565.8271887,5.65078479565909,63.32439518,8.3784564868498,87525377.37448001,39652.0,11580490.642931607,9.977937391705641,4
2017-01-03,eth,14868.0,1.14563138,849080608.770277,5.62710414385718,37.61746883,9.69747177030976,87556904.40573001,45883.0,22571444.471910864,10.0347513919236,6
2017-01-04,eth,18066.0,1.29313453,969490486.0722309,6.21057281622355,21.25563871,11.0686323909994,87589003.93698001,50673.0,45610978.77255834,10.117897823420499,7
